"","Federal.Provider.Number","Provider.Name","Survey.Date","Deficiency.Tag.Number","Deficiency.Category","Deficiency.Description","Deficiency.Corrected","Scope.Severity.Code","Correction.Date","total_deaths","State","Geolocation"
"1045","395078","BROOMALL REHABILITATION AND NURSING CENTER","11/22/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","01/13/2020",50,"PA","POINT (-75.367181 39.98655)"
"1046","395078","BROOMALL REHABILITATION AND NURSING CENTER","11/22/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","01/13/2020",48,"PA","POINT (-75.367181 39.98655)"
"1047","395078","BROOMALL REHABILITATION AND NURSING CENTER","11/22/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","01/13/2020",43,"PA","POINT (-75.367181 39.98655)"
"1048","395078","BROOMALL REHABILITATION AND NURSING CENTER","09/08/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","09/29/2017",49,"PA","POINT (-75.367181 39.98655)"
"1049","395078","BROOMALL REHABILITATION AND NURSING CENTER","09/08/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","09/29/2017",50,"PA","POINT (-75.367181 39.98655)"
"1050","395078","BROOMALL REHABILITATION AND NURSING CENTER","09/08/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","09/29/2017",48,"PA","POINT (-75.367181 39.98655)"
"1051","395078","BROOMALL REHABILITATION AND NURSING CENTER","09/08/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","09/29/2017",43,"PA","POINT (-75.367181 39.98655)"
"1052","395084","SOMERTON  NURSING AND REHABILITATION CENTER","08/03/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","09/25/2017",21,"PA","POINT (-75.009636 40.129594)"
"1053","395084","SOMERTON  NURSING AND REHABILITATION CENTER","08/03/2017",504,"Administration Deficiencies","Provide or obtain laboratory services only when ordered by the attending physician.","Deficient, Provider has date of correction","D","09/25/2017",21,"PA","POINT (-75.009636 40.129594)"
"1054","395094","BERKS HEIM NURSING & REHABILITATION","06/16/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","D","08/07/2017",40,"PA","POINT (-76.01687 40.37928)"
"1055","395094","BERKS HEIM NURSING & REHABILITATION","06/16/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","D","08/07/2017",34,"PA","POINT (-76.01687 40.37928)"
"1056","395094","BERKS HEIM NURSING & REHABILITATION","06/16/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","D","08/07/2017",39,"PA","POINT (-76.01687 40.37928)"
"1057","395094","BERKS HEIM NURSING & REHABILITATION","06/16/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","D","08/07/2017",38,"PA","POINT (-76.01687 40.37928)"
"1058","395104","SAINT MARY'S VILLA NURSING HOM","11/30/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","01/14/2019",25,"PA","POINT (-75.55858 41.376639)"
"1059","395104","SAINT MARY'S VILLA NURSING HOM","11/30/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","01/14/2019",21,"PA","POINT (-75.55858 41.376639)"
"1060","395104","SAINT MARY'S VILLA NURSING HOM","11/30/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","01/14/2019",23,"PA","POINT (-75.55858 41.376639)"
"1061","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","10/29/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","12/12/2018",38,"PA","POINT (-75.01259 40.097493)"
"1062","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","10/29/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","12/12/2018",34,"PA","POINT (-75.01259 40.097493)"
"1063","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","10/29/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","12/12/2018",39,"PA","POINT (-75.01259 40.097493)"
"1064","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","10/29/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","12/12/2018",36,"PA","POINT (-75.01259 40.097493)"
"1065","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","10/29/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","12/12/2018",35,"PA","POINT (-75.01259 40.097493)"
"1066","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","10/29/2018",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","12/12/2018",37,"PA","POINT (-75.01259 40.097493)"
"1067","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/18/2019",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","01/08/2020",38,"PA","POINT (-75.01259 40.097493)"
"1068","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/18/2019",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","01/08/2020",34,"PA","POINT (-75.01259 40.097493)"
"1069","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/18/2019",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","01/08/2020",39,"PA","POINT (-75.01259 40.097493)"
"1070","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/18/2019",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","01/08/2020",36,"PA","POINT (-75.01259 40.097493)"
"1071","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/18/2019",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","01/08/2020",35,"PA","POINT (-75.01259 40.097493)"
"1072","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/18/2019",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","01/08/2020",37,"PA","POINT (-75.01259 40.097493)"
"1073","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","01/08/2018",38,"PA","POINT (-75.01259 40.097493)"
"1074","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","01/08/2018",34,"PA","POINT (-75.01259 40.097493)"
"1075","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","01/08/2018",39,"PA","POINT (-75.01259 40.097493)"
"1076","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","01/08/2018",36,"PA","POINT (-75.01259 40.097493)"
"1077","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","01/08/2018",35,"PA","POINT (-75.01259 40.097493)"
"1078","395182","ST JOHN NEUMANN CTR FOR REHAB & HEALTHCARE","11/09/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","E","01/08/2018",37,"PA","POINT (-75.01259 40.097493)"
"1079","395224","HAMILTON ARMS CENTER","07/21/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","09/19/2017",28,"PA","POINT (-76.324575 40.034388)"
"1080","395226","SPRUCE MANOR NURSING & REHABILITATION CENTER","11/22/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","C","01/02/2020",45,"PA","POINT (-75.945931 40.332902)"
"1081","395226","SPRUCE MANOR NURSING & REHABILITATION CENTER","11/22/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","C","01/02/2020",30,"PA","POINT (-75.945931 40.332902)"
"1082","395309","MANORCARE HEALTH SERVICES-YORK SOUTH","09/28/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","11/14/2017",25,"PA","POINT (-76.684706 39.931602)"
"1083","395309","MANORCARE HEALTH SERVICES-YORK SOUTH","09/28/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","11/14/2017",23,"PA","POINT (-76.684706 39.931602)"
"1084","395338","IMMACULATEMARYCENTER FOR REHABILITATION&HEALTHCARE","09/01/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/31/2017",33,"PA","POINT (-75.029389 40.056438)"
"1085","395338","IMMACULATEMARYCENTER FOR REHABILITATION&HEALTHCARE","09/01/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/31/2017",32,"PA","POINT (-75.029389 40.056438)"
"1086","395359","MANORCARE HEALTH SERVICES-JERSEY SHORE","07/09/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","08/05/2019",23,"PA","POINT (-77.267578 41.201603)"
"1087","395359","MANORCARE HEALTH SERVICES-JERSEY SHORE","07/09/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","08/05/2019",21,"PA","POINT (-77.267578 41.201603)"
"1088","395359","MANORCARE HEALTH SERVICES-JERSEY SHORE","07/09/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","08/05/2019",22,"PA","POINT (-77.267578 41.201603)"
"1089","395428","PREMIER AT SUSQUEHANNA FOR NURSING AND REHAB, LLC","01/26/2018",850,"Administration Deficiencies","Hire a qualified full-time social worker in a facility with more than 120 beds.","Deficient, Provider has date of correction","E","03/15/2018",27,"PA","POINT (-76.951412 40.552459)"
"1090","395428","PREMIER AT SUSQUEHANNA FOR NURSING AND REHAB, LLC","01/26/2018",850,"Administration Deficiencies","Hire a qualified full-time social worker in a facility with more than 120 beds.","Deficient, Provider has date of correction","E","03/15/2018",25,"PA","POINT (-76.951412 40.552459)"
"1091","395428","PREMIER AT SUSQUEHANNA FOR NURSING AND REHAB, LLC","01/26/2018",850,"Administration Deficiencies","Hire a qualified full-time social worker in a facility with more than 120 beds.","Deficient, Provider has date of correction","E","03/15/2018",28,"PA","POINT (-76.951412 40.552459)"
"1092","395428","PREMIER AT SUSQUEHANNA FOR NURSING AND REHAB, LLC","01/26/2018",850,"Administration Deficiencies","Hire a qualified full-time social worker in a facility with more than 120 beds.","Deficient, Provider has date of correction","E","03/15/2018",24,"PA","POINT (-76.951412 40.552459)"
"1093","395446","TOWNE MANOR EAST","03/07/2019",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","04/18/2019",33,"PA","POINT (-75.321117 40.129132)"
"1094","395446","TOWNE MANOR EAST","03/07/2019",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","04/18/2019",34,"PA","POINT (-75.321117 40.129132)"
"1095","395446","TOWNE MANOR EAST","03/07/2019",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","04/18/2019",37,"PA","POINT (-75.321117 40.129132)"
"1096","395446","TOWNE MANOR EAST","03/07/2019",849,"Administration Deficiencies","Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.","Deficient, Provider has date of correction","D","04/18/2019",35,"PA","POINT (-75.321117 40.129132)"
"1097","395446","TOWNE MANOR EAST","10/03/2016",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","11/14/2016",33,"PA","POINT (-75.321117 40.129132)"
"1098","395446","TOWNE MANOR EAST","10/03/2016",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","11/14/2016",34,"PA","POINT (-75.321117 40.129132)"
"1099","395446","TOWNE MANOR EAST","10/03/2016",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","11/14/2016",37,"PA","POINT (-75.321117 40.129132)"
"1100","395446","TOWNE MANOR EAST","10/03/2016",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","11/14/2016",35,"PA","POINT (-75.321117 40.129132)"
"1101","395449","CHAPEL MANOR","08/14/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","09/29/2017",37,"PA","POINT (-75.046464 40.090215)"
"1102","395449","CHAPEL MANOR","08/14/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","09/29/2017",36,"PA","POINT (-75.046464 40.090215)"
"1103","395449","CHAPEL MANOR","08/23/2019",840,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","D","10/15/2019",37,"PA","POINT (-75.046464 40.090215)"
"1104","395449","CHAPEL MANOR","08/23/2019",840,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","D","10/15/2019",36,"PA","POINT (-75.046464 40.090215)"
"1105","395454","PARKHOUSE REHABILITATION AND NURSING CENTER","03/08/2019",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","F","04/12/2019",52,"PA","POINT (-75.508074 40.163365)"
"1106","395454","PARKHOUSE REHABILITATION AND NURSING CENTER","03/08/2019",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","F","04/12/2019",51,"PA","POINT (-75.508074 40.163365)"
"1107","395454","PARKHOUSE REHABILITATION AND NURSING CENTER","03/08/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","04/12/2019",52,"PA","POINT (-75.508074 40.163365)"
"1108","395454","PARKHOUSE REHABILITATION AND NURSING CENTER","03/08/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","04/12/2019",51,"PA","POINT (-75.508074 40.163365)"
"1109","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","F","08/13/2019",84,"PA","POINT (-75.815191 40.93734)"
"1110","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","F","08/13/2019",82,"PA","POINT (-75.815191 40.93734)"
"1111","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","F","08/13/2019",87,"PA","POINT (-75.815191 40.93734)"
"1112","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","F","08/13/2019",83,"PA","POINT (-75.815191 40.93734)"
"1113","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","F","08/13/2019",31,"PA","POINT (-75.815191 40.93734)"
"1114","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","F","08/13/2019",86,"PA","POINT (-75.815191 40.93734)"
"1115","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","08/13/2019",84,"PA","POINT (-75.815191 40.93734)"
"1116","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","08/13/2019",82,"PA","POINT (-75.815191 40.93734)"
"1117","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","08/13/2019",87,"PA","POINT (-75.815191 40.93734)"
"1118","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","08/13/2019",83,"PA","POINT (-75.815191 40.93734)"
"1119","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","08/13/2019",31,"PA","POINT (-75.815191 40.93734)"
"1120","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","F","08/13/2019",86,"PA","POINT (-75.815191 40.93734)"
"1121","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","10/18/2017",249,"Administration Deficiencies","Ensure the activities program is directed by a qualified professional.","Deficient, Provider has date of correction","C","11/29/2017",84,"PA","POINT (-75.815191 40.93734)"
"1122","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","10/18/2017",249,"Administration Deficiencies","Ensure the activities program is directed by a qualified professional.","Deficient, Provider has date of correction","C","11/29/2017",82,"PA","POINT (-75.815191 40.93734)"
"1123","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","10/18/2017",249,"Administration Deficiencies","Ensure the activities program is directed by a qualified professional.","Deficient, Provider has date of correction","C","11/29/2017",87,"PA","POINT (-75.815191 40.93734)"
"1124","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","10/18/2017",249,"Administration Deficiencies","Ensure the activities program is directed by a qualified professional.","Deficient, Provider has date of correction","C","11/29/2017",83,"PA","POINT (-75.815191 40.93734)"
"1125","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","10/18/2017",249,"Administration Deficiencies","Ensure the activities program is directed by a qualified professional.","Deficient, Provider has date of correction","C","11/29/2017",31,"PA","POINT (-75.815191 40.93734)"
"1126","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","10/18/2017",249,"Administration Deficiencies","Ensure the activities program is directed by a qualified professional.","Deficient, Provider has date of correction","C","11/29/2017",86,"PA","POINT (-75.815191 40.93734)"
"1127","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",840,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","E","08/13/2019",84,"PA","POINT (-75.815191 40.93734)"
"1128","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",840,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","E","08/13/2019",82,"PA","POINT (-75.815191 40.93734)"
"1129","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",840,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","E","08/13/2019",87,"PA","POINT (-75.815191 40.93734)"
"1130","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",840,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","E","08/13/2019",83,"PA","POINT (-75.815191 40.93734)"
"1131","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",840,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","E","08/13/2019",31,"PA","POINT (-75.815191 40.93734)"
"1132","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",840,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","E","08/13/2019",86,"PA","POINT (-75.815191 40.93734)"
"1133","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","E","08/13/2019",84,"PA","POINT (-75.815191 40.93734)"
"1134","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","E","08/13/2019",82,"PA","POINT (-75.815191 40.93734)"
"1135","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","E","08/13/2019",87,"PA","POINT (-75.815191 40.93734)"
"1136","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","E","08/13/2019",83,"PA","POINT (-75.815191 40.93734)"
"1137","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","E","08/13/2019",31,"PA","POINT (-75.815191 40.93734)"
"1138","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/14/2019",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","E","08/13/2019",86,"PA","POINT (-75.815191 40.93734)"
"1139","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/23/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",84,"PA","POINT (-75.815191 40.93734)"
"1140","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/23/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",82,"PA","POINT (-75.815191 40.93734)"
"1141","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/23/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",87,"PA","POINT (-75.815191 40.93734)"
"1142","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/23/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",83,"PA","POINT (-75.815191 40.93734)"
"1143","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/23/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",31,"PA","POINT (-75.815191 40.93734)"
"1144","395464","WEATHERWOOD HEALTHCARE AND REHABILITATION  CENTER","06/23/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",86,"PA","POINT (-75.815191 40.93734)"
"1145","395481","HILLCREST CENTER","08/07/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","09/20/2017",25,"PA","POINT (-75.148134 40.08700600000001)"
"1146","395481","HILLCREST CENTER","08/07/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","09/20/2017",24,"PA","POINT (-75.148134 40.08700600000001)"
"1147","395483","REGINA COMMUNITY NURSING CENTE","03/01/2018",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","F","04/30/2018",47,"PA","POINT (-75.328166 40.11884)"
